SMILES,QED,LogP,MolWt,HBA,HBD,TPSA,NumRotBonds,IE,Concentration_mM
c1cc(-c2nc3ccccc3s2)nc(-c2nc3ccccc3s2)c1,0.415737599,5.635,345.452,5,0,38.67,2,0.72,0.05
c1cc(-c2nnc(-c3ccsc3)s2)cs1,0.686847503,3.9951,250.373,5,0,25.78,2,0.936,0.05
c1ccc2[nH]c(SCCCCCCCCCCCCSc3nc4ccccc4[nH]3)nc2c1,0.136790235,8.2246,466.72,4,2,57.36,15,0.94,0.05
c1ccc2[nH]c(SCCCCCCSc3nc4ccccc4[nH]3)nc2c1,0.280082683,5.884,382.558,4,2,57.36,9,0.88,0.05
c1ccc2c(c1)OCCOc1ccccc1-c1nnc-2s1,0.635027937,3.6433,296.351,5,0,44.24,0,0.957,0.05
c1ccc2c(c1)OCCOCCOc1ccccc1-c1nnc-2s1,0.625012759,3.6599,340.404,6,0,53.47,0,0.972,0.05
c1ccc2c(c1)OCCOCCOCCOc1ccccc1-c1nnc-2s1,0.589240935,3.6765,384.457,7,0,62.7,0,0.985,0.05
c1ccc2c(c1)OCCOCCOCCOCCOc1ccccc1-c1nnc-2s1,0.540671571,3.6931,428.51,8,0,71.93,0,0.989,0.05
c1ccc2c(c1)OCCOCCOCCOCCOCCOc1ccccc1-c1nnc-2s1,0.489912417,3.7097,472.563,9,0,81.16,0,0.992,0.05
c1ccc2sc(CCc3nc4ccccc4s3)nc2c1,0.547823603,4.6912,296.42,4,0,25.78,3,0.56,0.05
c1ccc2sc(CSCc3nc4ccccc4s3)nc2c1,0.50555122,5.3394,328.487,5,0,25.78,4,0.71,0.05
c1csc(-c2nnc(-c3cccs3)s2)c1,0.686847503,3.9951,250.373,5,0,25.78,2,0.898,0.05
CC(=O)C(/N=N/c1ccccc1)=N\c1ccc(Br)cc1,0.450683946,4.852,330.185,3,0,54.15,3,0.9273,0.05
CC(=O)C(/N=N/c1ccccc1)=N\c1ccc(C)cc1,0.460770699,4.39792,265.316,3,0,54.15,3,0.9425,0.05
CC(=O)C(/N=N/c1ccccc1)=N\c1ccc(Cl)cc1,0.456223236,4.7429,285.734,3,0,54.15,3,0.9069,0.05
CC(=O)C(/N=N/c1ccccc1)=N\c1ccccc1,0.46018745,4.0895,251.289,3,0,54.15,3,0.9363,0.05
CC(O)(O)c1[nH]/c(=N/N=C\c2ccc([N+](=O)[O-])cc2)sc1-c1ccc(Cl)cc1,0.25396668,3.3969,418.862,7,3,124.11,5,0.7533,0.05
CC(O)(O)c1[nH]/c(=N/N=C\c2ccc(Cl)cc2)sc1-c1ccc(Cl)cc1,0.344608358,4.1421,408.31,5,3,80.97,4,0.8504,0.05
CC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.301956265,-1.099,399.207,2,1,45.34,4,0.511,0.05
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0.804736707,1.36602,253.283,5,2,98.22,3,0.864,0.05
Cc1ccc(/C=N\N=c2\[nH]c(C(C)(O)O)c(-c3ccc(Cl)cc3)s2)cc1,0.361340888,3.79712,387.892,5,3,80.97,4,0.7027,0.05
Cc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.890573972,2.89712,310.353,4,2,70.92,5,0.75,0.05
Cc1n[nH]c(=S)n1/N=C/c1cccc(Cl)c1Cl,0.679034271,3.43811,287.175,4,1,45.97,2,0.691,0.05
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0.817330737,1.22952,270.339,6,2,97.97,3,0.8524,0.05
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0.824195904,1.67444,267.31,5,2,98.22,3,0.8845,0.05
CCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.299623337,-0.7089,413.234,2,1,45.34,5,0.37,0.05
CCc1ccc(/C=N\NC(N)=S)cc1,0.447507069,1.4161,207.302,2,2,50.41,3,0.756,0.05
CCc1ccc(/C=N\NC(N)=S)cc1,0.447507069,1.4161,207.302,2,2,50.41,3,0.756,0.05
CCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1,0.49744238,2.6772,300.357,2,1,45.34,6,0.631,0.05
CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.213726932,0.0713,441.288,2,1,45.34,7,0.307,0.05
CCCCCC[N+](C)(C)CCNCc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Br-],0.114326601,3.8418,741.449,4,1,55.4,17,0.945,0.05
CCCCCC[N+](C)(C)CCNCc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Br-],0.13866625,2.5712,641.435,4,1,55.4,15,0.918,0.05
CCCCCCCC[N+](C)(C)c1ccc(/C=N\c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.220932484,2.858,513.524,4,0,39.29,11,0.4028,0.05
CCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.384735163,-0.5638,326.319,2,1,29.46,12,0.808,0.05
CCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],0.039295846,7.515,920.96,4,0,43.18,25,0.9061,0.05
CCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.072108081,4.9327,780.844,1,0,24.72,22,0.6025,0.05
CCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.072108081,4.9327,780.844,1,0,24.72,22,0.6025,0.05
CCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],0.031007293,9.0754,977.068,4,0,43.18,29,0.9418,0.05
CCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.046089926,6.4931,836.952,1,0,24.72,26,0.6156,0.05
CCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.151853163,4.4184,569.632,4,0,39.29,15,0.7769,0.05
CCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.046089926,6.4931,836.952,1,0,24.72,26,0.6156,0.05
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.318840569,0.9966,382.427,2,1,29.46,16,0.828,0.05
CCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],0.027115054,10.6358,1033.176,4,0,43.18,33,0.9636,0.05
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.029729785,9.6139,949.168,1,0,24.72,34,0.6798,0.05
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.091865486,5.9788,625.74,4,0,39.29,19,0.7492,0.05
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.029729785,9.6139,949.168,1,0,24.72,34,0.6798,0.05
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.056274874,8.5357,645.94,1,1,29.1,33,0.886,0.05
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.056274874,8.5357,645.94,1,1,29.1,33,0.886,0.05
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.319052089,3.3712,408.639,8,3,81.24,18,0.8528,0.05
CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.394353088,4.31872,438.671,10,2,91.75,15,0.9045,0.05
CCCCCCn1cc[n+](C)c1.[I-],0.370191345,-1.1031,294.18,1,0,8.81,5,0.587,0.05
CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,0.3143137,3.8473,411.558,8,4,106.68,13,0.9366,0.05
CCCCn1cc[n+](C)c1.[I-],0.447019227,-1.8833,266.126,1,0,8.81,3,0.453,0.05
CCCn1cc[n+](C)c1.[I-],0.414324009,-2.2734,252.099,1,0,8.81,2,0.292,0.05
CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.765927801,2.1351,259.242,4,2,67.79,6,0.5068,0.05
CCOP(=O)(O)C(NC)c1ccccc1OC,0.765927801,2.1351,259.242,4,2,67.79,6,0.7153,0.05
Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.28602442,8.1616,429.35,2,0,24.72,5,0.7495,0.05
CN(C)c1ccc(/C=C/C2=NN(C(N)=S)C(c3ccc(N(C)C)cc3)C2)cc1,0.78147657,3.8784,393.56,4,1,48.1,5,0.953,0.05
CN(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,0.286601402,6.9868,446.598,4,0,31.2,7,0.8183,0.05
CN(C)c1ccc(-c2nnc(-c3ccc(N(C)C)cc3)o2)cc1,0.737498617,3.5356,308.385,5,0,45.4,4,0.87,0.05
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0.817874432,4.5284,314.86,2,0,6.48,4,0.94,0.05
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0.800122242,3.7227,326.831,4,1,30.87,0,0.872,0.05
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0.787087879,0.8768,310.335,7,2,116.43,5,0.9208,0.05
COc1ccc(/C=C/c2nc3ccc(C)cc3[nH]c2=O)cc1,0.8045268,3.41052,292.338,3,1,54.98,3,0.86,0.05
COc1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.800581628,3.1021,278.311,3,1,54.98,3,0.86,0.05
COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)cc4)cc3)cc2)cc1,0.306154442,6.872,420.512,4,0,43.18,7,0.7737,0.05
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCBr)cc1OC.[Br-],0.16662546,1.9386,508.339,3,0,30.82,14,0.6978,0.05
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCBr)cc1OC.[Br-],0.118409317,3.499,564.447,3,0,30.82,18,0.7678,0.05
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCCCCCBr)cc1OC.[Br-],0.078628621,5.0594,620.555,3,0,30.82,22,0.7808,0.05
COc1ccc(/C=N\NC(N)=S)cc1,0.440225766,0.8623,209.274,3,2,59.64,3,0.522,0.05
COc1ccc(/C=N\NC(N)=S)cc1,0.440225766,0.8623,209.274,3,2,59.64,3,0.522,0.05
COc1ccc(/N=C(/N=N/c2ccccc2)C(C)=O)cc1,0.480899034,4.0981,281.315,4,0,63.38,4,0.9607,0.05
COc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.852738092,2.5973,326.352,5,2,80.15,6,0.77,0.05
COc1ccc(O)c(/C=N/N2C(=O)c3ccccc3NC2c2cc(OC)ccc2O)c1,0.544882981,3.7156,419.437,7,3,103.62,5,0.472,0.05
N#CC1=C(N)N(C2[C@H](O)O[C@@H](CO)[C@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c2C1c1ccc([N+](=O)[O-])cc1,0.172953213,-2.58292,488.413,12,7,252.06,4,0.7763,0.05
[Br-].c1ccc(CCn2cc[n+](CCc3ccccc3)c2)cc1,0.560220765,0.265,357.295,1,0,8.81,6,0.863,0.05
NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.395512834,0.5519,223.257,3,3,87.71,3,0.813,0.05
NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.395512834,0.5519,223.257,3,3,87.71,3,0.813,0.05
Nc1ccc(S(N)(=O)=O)cc1,0.580550982,-0.0838,172.209,3,2,86.18,1,0.8208,0.05
Nc1ccc2sc3ccc(N)cc3c2c1,0.564415058,3.2189,214.293,3,2,52.04,0,0.8215,0.05
Nc1nc2ccccc2[nH]1,0.565899971,1.1451,133.154,2,2,54.7,0,0.0719,0.05
Nn1c(Cc2cccs2)nnc1Cc1cccs1,0.743871228,2.2965,276.39,6,1,56.73,4,0.897,0.05
O=C(C/N=C\\C=C\\c1ccccc1)O[K],0.575799902,1.3973,227.304,3,0,38.66,4,0.755,0.05
O=C(CS)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CS,0.048569225,0.1482,782.965,19,2,172.59,44,0.3153,0.05
O=C(O[K])C(Cc1c[nH]c2ccccc12)/N=C\\C=C\\c1ccccc1,0.542892761,3.4899,356.466,3,1,54.45,6,0.885,0.05
CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.377652927,2.591,380.585,8,3,81.24,16,0.8549,0.05
[Br-].c1ccc(CCC[n+]2ccn(CCc3ccccc3)c2)cc1,0.539835439,0.6551,371.322,1,0,8.81,7,0.904,0.05
[Br-].c1ccc(CCn2cc[n+](Cc3ccccc3)c2)cc1,0.580158262,0.0706,343.268,1,0,8.81,5,0.826,0.05
O=c1[nH]c2ccccc2nc1/C=C/c1ccccc1,0.7570681,3.0935,248.285,2,1,45.75,2,0.88,0.05
O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.403203132,2.5895,240.218,3,1,76,1,0.663,0.05
O=C1c2ccccc2NC(c2cc([N+](=O)[O-])ccc2O)N1/N=C/c1cc([N+](=O)[O-])ccc1O,0.301481298,3.5148,449.379,9,3,171.44,5,0.465,0.05
Oc1ccccc1CNCCNCc1ccccc1O,0.581985719,1.9772,272.348,4,4,64.52,7,0.15,0.05
C/C(=N\c1cccc(O)c1)c1ccc(O)cc1O,0.709836492,2.9441,243.262,4,3,73.05,2,0.793,0.05
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.776347529,2.6335,228.251,4,2,65.71,2,0.786,0.05
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.319052089,3.3712,408.639,8,3,81.24,18,0.8733,0.05
O=C(O[K])C(Cc1c[nH]cn1)/N=C\\C=C\\c1ccccc1,0.652647325,1.7317,307.394,4,1,67.34,6,0.876,0.05
N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.523178944,4.7688,344.414,4,0,36.28,5,0.9,0.05
O=C1C2C(=CC=CC=2)S(=O)(=O)N1CC#C,0.647425695,0.4643,221.237,3,0,54.45,1,0.8114,0.05
CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.020655321,11.0515,813.636,6,2,73.8,34,0.982,0.03
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.540203252,4.57127,339.439,3,2,53.11,4,0.798,0.021
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.551442682,4.43217,321.449,3,2,53.11,4,0.858,0.021
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.540203252,4.57127,339.439,3,2,53.11,4,0.773,0.017
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.551442682,4.43217,321.449,3,2,53.11,4,0.839,0.017
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.540203252,4.57127,339.439,3,2,53.11,4,0.746,0.013
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.551442682,4.43217,321.449,3,2,53.11,4,0.823,0.013
[Br-].c1ccc(OCCC[n+]2ccccn2)cc1,0.513808763,-1.1578,295.18,2,0,26,5,0.75,0.01
[N-]=[N+]=NCc1cc(CN2CCCCC2)c(O)c2ncccc12,0.529683573,3.7366,297.362,4,1,85.12,4,0.71,0.01
[N-]=[N+]=NCc1cc(CN2CCOCC2)c(O)c2ncccc12,0.533034306,2.5829,299.334,5,1,94.35,4,0.84,0.01
C(=N/c1ccc(-c2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,0.337684219,6.9778,372.518,4,0,24.72,5,0.6264,0.01
C(=N/c1ccc2sc3ccc(/N=C/c4cccs4)cc3c2c1)\c1cccs1,0.275418237,7.6787,402.569,5,0,24.72,4,0.5803,0.01
C(COc1nc(OCCOCC2CO2)nc(OCCOCC2CO2)n1)OCC1CO1,0.214860338,-0.7458,429.426,12,0,131.64,18,0.74,0.01
C/C(=N/c1ccc(-c2ccc(N)cc2)cc1)c1c(O)oc(C)cc1=O,0.558566383,4.04372,334.375,5,2,88.82,3,0.4959,0.01
C/C(=N\c1ccccc1)c1c(O)cc(C)oc1=O,0.824744796,2.79452,243.262,4,1,62.8,2,0.685,0.01
C/C(=N\c1ccccc1Cl)c1c(O)cc(C)oc1=O,0.855317811,3.44792,277.707,4,1,62.8,2,0.708,0.01
C[N+](C)(CCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.052807208,5.8006,914.548,2,0,24.72,22,0.7047,0.01
C[N+](C)(CCCCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.034835049,7.361,970.656,2,0,24.72,26,0.7769,0.01
C[N+](C)(CCCCCCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.027626814,8.9214,1026.764,2,0,24.72,30,0.8224,0.01
C=C(C)n1c(=O)n(Cc2ccc(O)c3ncccc23)c2ccccc21,0.623885059,3.5957,331.375,5,1,60.05,3,0.893,0.01
C=CCSc1nc2ccccc2[nH]1,0.595229684,2.841,190.271,2,1,28.68,3,0.91,0.01
c1cc(N(CC2CO2)CC2CO2)ccc1Oc1ccc(N(CC2CO2)CC2CO2)cc1,0.485520706,2.6869,424.497,7,0,65.83,12,0.868,0.01
c1ccc(-c2ccccc2OCC2CO2)c(OCC2CO2)c1,0.737235113,2.9088,298.338,4,0,43.52,7,0.909,0.01
c1ccc(-c2nnc(-c3ccccn3)c3c2[nH]c2ccccc23)nc1,0.527576502,4.2351,323.359,4,1,67.35,2,0.505,0.01
c1ccc(N(CC2CO2)CC2CO2)cc1,0.678032221,1.2906,205.257,3,0,28.3,5,0.948,0.01
c1ccc2[nH]c(SCCCCCCCCCCCCSc3nc4ccccc4[nH]3)nc2c1,0.136790235,8.2246,466.72,4,2,57.36,15,0.92,0.01
c1ccc2[nH]c(SCCCCCCSc3nc4ccccc4[nH]3)nc2c1,0.280082683,5.884,382.558,4,2,57.36,9,0.85,0.01
c1ccc2[nH]c(SCSc3nc4ccccc4[nH]3)nc2c1,0.436026139,4.2811,312.423,4,2,57.36,4,0.922,0.01
c1ccc2c(c1)OCCOc1ccccc1-c1nnc-2s1,0.635027937,3.6433,296.351,5,0,44.24,0,0.932,0.01
c1ccc2c(c1)OCCOCCOc1ccccc1-c1nnc-2s1,0.625012759,3.6599,340.404,6,0,53.47,0,0.939,0.01
c1ccc2c(c1)OCCOCCOCCOc1ccccc1-c1nnc-2s1,0.589240935,3.6765,384.457,7,0,62.7,0,0.953,0.01
c1ccc2c(c1)OCCOCCOCCOCCOc1ccccc1-c1nnc-2s1,0.540671571,3.6931,428.51,8,0,71.93,0,0.98,0.01
c1ccc2c(c1)OCCOCCOCCOCCOCCOc1ccccc1-c1nnc-2s1,0.489912417,3.7097,472.563,9,0,81.16,0,0.991,0.01
CC(=O)C(/N=N/c1ccccc1)=N\c1ccc(Br)cc1,0.450683946,4.852,330.185,3,0,54.15,3,0.8958,0.01
CC(=O)C(/N=N/c1ccccc1)=N\c1ccc(C)cc1,0.460770699,4.39792,265.316,3,0,54.15,3,0.8988,0.01
CC(=O)C(/N=N/c1ccccc1)=N\c1ccc(Cl)cc1,0.456223236,4.7429,285.734,3,0,54.15,3,0.8079,0.01
CC(=O)C(/N=N/c1ccccc1)=N\c1ccccc1,0.46018745,4.0895,251.289,3,0,54.15,3,0.8974,0.01
CC(C)(C)OC(=O)NCc1ccc(O)c2ncccc12,0.882795609,2.9651,274.32,4,2,71.45,2,0.887,0.01
CC(C)(c1ccc(OC(=S)SCC2CO2)cc1)c1ccc(OC(=S)SCC2CO2)cc1,0.348316717,5.6039,492.709,8,0,43.52,8,0.94,0.01
CC(C)N(C(=S)NCc1ccccc1)C(C)C,0.826316693,3.1799,250.411,1,1,15.27,4,0.92,0.01
CC(O)(O)c1[nH]/c(=N/N=C\c2ccc([N+](=O)[O-])cc2)sc1-c1ccc(Cl)cc1,0.25396668,3.3969,418.862,7,3,124.11,5,0.6552,0.01
CC(O)(O)c1[nH]/c(=N/N=C\c2ccc(Cl)cc2)sc1-c1ccc(Cl)cc1,0.344608358,4.1421,408.31,5,3,80.97,4,0.8035,0.01
Cc1cc(C)cc(NC(=O)Cn2c(-c3ccc(Cl)cc3)nc3ccccc32)c1,0.492567582,5.61224,389.886,3,1,46.92,4,0.87,0.01
Cc1cc(C)n(CC(=O)N/N=C/c2ccc(Cl)cc2)n1,0.693701966,2.30364,290.754,4,1,59.28,4,0.794,0.01
Cc1cc(C)n(CC(=O)N/N=C/c2ccccc2)n1,0.667637259,1.65024,256.309,4,1,59.28,4,0.519,0.01
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0.804736707,1.36602,253.283,5,2,98.22,3,0.7473,0.01
Cc1cc(O)c(C(=O)/C=C/c2ccc(N(C)C)cc2)c(=O)o1,0.693869236,2.61592,299.326,5,1,70.75,4,0.836,0.01
Cc1cc(O)c(C(=O)/C=C/c2cccc3cccnc23)c(=O)o1,0.593800404,3.09812,307.305,5,1,80.4,3,0.711,0.01
Cc1cc2nc(-c3ccc(Br)cc3)n(Cc3ccc(O)c4ncccc34)c2cc1C,0.341201529,6.38474,458.359,4,1,50.94,3,0.87,0.01
Cc1ccc(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)cc1,0.655569504,3.35452,296.322,3,1,63.6,6,0.7153,0.01
Cc1ccc(/C=N\N=c2\[nH]c(C(C)(O)O)c(-c3ccc(Cl)cc3)s2)cc1,0.361340888,3.79712,387.892,5,3,80.97,4,0.6168,0.01
Cc1ccc(C=NNC(=S)Nc2ccccc2)cc1,0.509671564,3.31552,269.373,2,2,36.42,3,0.8081,0.01
Cc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.890573972,2.89712,310.353,4,2,70.92,5,0.64,0.01
Cc1ccc(-c2nc3ccccc3c(=O)n2C)cc1,0.665275802,2.90892,250.301,3,0,34.89,1,0.8624,0.01
Cc1ccc(C2Nc3ccccc3SC2=O)cc1,0.840443782,3.78052,255.342,3,1,29.1,1,0.88,0.01
Cc1ccc(N2C(=O)C=CC2=O)cc1,0.623426465,1.42442,187.198,2,0,37.38,1,0.89,0.01
Cc1ccc(NC(=O)Cn2c(-c3ccc(Cl)cc3)nc3ccccc32)cc1,0.525476715,5.30382,375.859,3,1,46.92,4,0.86,0.01
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0.817330737,1.22952,270.339,6,2,97.97,3,0.6287,0.01
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0.824195904,1.67444,267.31,5,2,98.22,3,0.6511,0.01
CCCCCC[N+](C)(C)CCNCc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Br-],0.114326601,3.8418,741.449,4,1,55.4,17,0.924,0.01
CCCCCC[N+](C)(C)CCNCc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Br-],0.13866625,2.5712,641.435,4,1,55.4,15,0.838,0.01
CCCCCCC[n+]1ccccn1.[I-],0.387476388,-0.6565,306.191,1,0,16.77,6,0.845,0.01
CCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.384735163,-0.5638,326.319,2,1,29.46,12,0.755,0.01
CCCCCCCC[n+]1ccccn1.[I-],0.384094449,-0.2664,320.218,1,0,16.77,7,0.809,0.01
CCCCCCCCC[n+]1ccccn1.[I-],0.375051575,0.1237,334.245,1,0,16.77,8,0.779,0.01
CCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.072108081,4.9327,780.844,1,0,24.72,22,0.4472,0.01
CCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.072108081,4.9327,780.844,1,0,24.72,22,0.4472,0.01
CCCCCCCCCCC1=Nn2cnnc2N(CCCCCCCCCC)C(=O)C1,0.237675584,6.8904,431.669,5,0,63.38,18,0.939,0.01
CCCCCCCCCCC1=Nn2cnnc2N(CCCCCCCCCC)C(=O)C1,0.237675584,6.8904,431.669,5,0,63.38,18,0.939,0.01
CCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.046089926,6.4931,836.952,1,0,24.72,26,0.4534,0.01
CCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.046089926,6.4931,836.952,1,0,24.72,26,0.4534,0.01
CCCCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],0.10306851,1.7108,674.732,2,2,40.46,27,0.87,0.01
CCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],0.094665948,3.7692,642.734,0,0,0,27,0.84,0.01
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.318840569,0.9966,382.427,2,1,29.46,16,0.768,0.01
CCCCCCCCCCCCCCC1C=Nn2cnnc2N(CCCCCCCCCCCCCC)C1=O,0.109198832,9.8671,543.885,5,0,63.38,26,0.953,0.01
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.029729785,9.6139,949.168,1,0,24.72,34,0.5036,0.01
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.029729785,9.6139,949.168,1,0,24.72,34,0.5036,0.01
