SMILES,QED,LogP,MolWt,HBA,HBD,TPSA,NumRotBonds,IE,Concentration_mM
Oc1ccc(-n2ccnc2)cc1,0.687292653,1.5779,160.176,3,1,38.05,1,0.784,1
Oc1ccccc1/C=N/c1ccccc1O,0.753464549,2.8484,213.236,3,2,52.82,2,0.8,1
Oc1ccccc1C=Nc1ccccc1O,0.753464549,2.8484,213.236,3,2,52.82,2,0.88,1
Oc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.377585537,6.5789,388.47,3,1,38.05,4,0.94,1
Oc1ccccc1CNCCNCc1ccccc1O,0.581985719,1.9772,272.348,4,4,64.52,7,0.69,1
Oc1ncccn1,0.500831647,0.1822,96.089,3,1,46.01,0,0.546,1
OCc1ccc2[nH]cnc2c1,0.634750821,1.0552,148.165,2,2,48.91,1,0.527,1
OCc1cn(Cc2ccccc2)nn1,0.777233478,0.8187,189.218,4,1,50.94,3,0.893,1
OCc1cn(Cc2ccncc2)nn1,0.751239926,0.2137,190.206,5,1,63.83,3,0.902,1
SC1=NCCS1,0.469482591,1.019,119.214,2,1,12.36,0,0.958,1
Sc1nc(/N=C/c2ccco2)n[nH]1,0.56111443,1.437,194.219,5,2,67.07,2,0.85,1
Sc1nc(/N=C/c2cccs2)n[nH]1,0.587323849,1.9055,210.287,5,2,53.93,2,0.87,1
Sc1nc(S)c2nc[nH]c2n1,0.324175362,0.9303,184.249,5,3,54.46,0,0.854,1
Sc1ncccn1,0.395897766,0.7653,112.157,3,1,25.78,0,0.595,1
Sc1nnc(Cn2cncn2)n1N=Cc1ccc(Cl)cc1,0.587004286,1.7422,319.781,8,1,73.78,4,0.969,1
Cc1csc(N)n1,0.546847134,1.03372,114.173,3,1,38.91,0,0.553,1
Nc1nc(=S)[nH][nH]1,0.419281973,0.04949,116.149,3,3,70.49,0,0.676,1
c1ccc2n[nH]nc2c1,0.560736215,0.9579,119.127,2,1,41.57,0,0.699,1
On1nnc2cccnc21,0.520064449,0.0636,136.114,5,1,63.83,0,0.748,1
[N-]=[N+]=NCC(CCl)OCc1ccc(O)c2ncccc12,0.38276546,3.3747,292.726,4,1,91.11,6,0.938,1
[N-]=[N+]=NCC(CN=[N+]=[N-])OCc1ccc(O)c2ncccc12,0.475094253,3.4462,299.294,5,1,139.87,7,0.967,1
C(=N/c1ccc(Cc2ccc(/N=C/c3ccc4ccccc4n3)cc2)cc1)\c1ccc2ccccc2n1,0.229643581,7.875,476.583,4,0,50.5,6,0.8111,1
C(=N/c1ccc(CCc2ccc(/N=C/c3ccc4ccccc4n3)cc2)cc1)\c1ccc2ccccc2n1,0.212475735,8.0694,490.61,4,0,50.5,7,0.853,1
C(=N/c1ccc(Oc2ccc(/N=C/c3ccc4ccccc4n3)cc2)cc1)\c1ccc2ccccc2n1,0.227393077,8.0765,478.555,5,0,59.73,6,0.828,1
C/C(=N\c1cccc(O)c1)c1ccc(O)cc1O,0.709836492,2.9441,243.262,4,3,73.05,2,0.897,1
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.776347529,2.6335,228.251,4,2,65.71,2,0.9,1
c1ccc(CNCCCN(CCN2CCCCC2)Cc2ccccn2)nc1,0.618797329,2.9444,367.541,5,1,44.29,11,0.86,1
C1OC1CSc1nc(N(CC2CO2)CC2CO2)nn1CC1CO1,0.426639437,-0.2282,340.405,9,0,84.07,10,0.908,1
Cc1ccc(/C=C/C=O)cc1,0.461495328,2.20712,146.189,1,0,17.07,2,0.73,1
Cc1ccc(/N=C/c2c(O)ccc3ccccc23)cc1/N=C/c1c(O)ccc2ccccc12,0.295792959,7.21382,430.507,4,2,65.18,4,0.9246,1
CCCCCCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.208398934,4.9316,464.747,8,3,81.24,22,0.9666,1
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.319052089,3.3712,408.639,8,3,81.24,18,0.9441,1
O=C(O[K])C(Cc1c[nH]cn1)/N=C\\C=C\\c1ccccc1,0.652647325,1.7317,307.394,4,1,67.34,6,0.977,1
CCOC(=O)Cn1c(=O)c(C)nc2ccccc21,0.765022516,1.26802,246.266,5,0,61.19,3,0.867,1
ClC1C=CC(/C=N/CC2=CC=C(C3C2=CC=CN=3)O)=CC=1,0.735795169,4.2129,296.757,3,1,45.48,3,0.919,1
COC(=O)C1=C(N)Oc2c(ccc3cccnc23)C1c1ccc(Cl)cc1,0.698891093,3.7558,366.804,5,1,74.44,2,0.895,1
COC(=O)C1=C(N)Oc2c(ccc3cccnc23)C1c1ccc(OC)cc1,0.720973739,3.111,362.385,6,1,83.67,3,0.938,1
COc1ccc(/C=C/C=O)cc1,0.500938839,1.9073,162.188,2,0,26.3,3,0.86,1
COc1ccccc1C1=NOC(C)([C@@H]2CC=C(C)C(=O)C2)C1,0.857887941,3.5037,299.37,4,0,47.89,3,0.9328,1
N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1ccccc1,0.697026125,3.01118,316.316,5,1,89.25,1,0.89,1
N(C(=S)NCCNCCNCCNCCN)C(C)=O,0.188255269,-2.2755,290.437,6,6,103.24,11,0.8118,1
N(C(=S)NCCO)C(C)=O,0.455246988,-1.0107,162.214,3,3,61.36,2,0.7842,1
N1=CC=CC2=CC=C3C(=C12)OC(C(=C3C1=CC=CC=C1)C#N)N,0.74844373,3.23748,299.333,4,1,71.93,1,0.911,1
N1C(C/C(=N\C2=CC=CC=C12)/C)=O,0.642679891,2.1212,174.203,2,1,41.46,0,0.9022,1
N1C(CC(=O)NC2CCCCC12)C1C=CC=CC=1,0.794465474,2.1484,244.338,2,2,41.13,1,0.93,1
N1C2=CC=CC=C2N(CC2CO2)C=1,0.644676517,1.4351,174.203,3,0,30.35,2,0.928,1
NC1=CC=CC=C1C1=NC2=CC=CC=C2N1,0.605331363,2.8121,209.252,2,2,54.7,1,0.95,1
Nc1ccccc1C(=O)c1ccccc1,0.593384232,2.4998,197.237,2,1,43.09,2,0.7316,1
O(CC1CO1)C[C@@H]1[C@@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.330442888,-0.8749,418.439,10,0,105.5,14,0.9365,1
O(CC1CO1)C[C@@H]1[C@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.330442888,-0.8749,418.439,10,0,105.5,14,0.9308,1
O=C(C1C=C(C)N(CNC2C=NC(C)=CC=2[N+]([O-])=O)N=1)OCC,0.492284812,2.04944,319.321,8,1,112.18,6,0.92,1
O=C/C=C/C1=CC=C(C=C1)N(C)C,0.51676346,1.9647,175.231,2,0,20.31,3,0.9,1
O=C1C2C(=CC=CC=2)S(=O)(=O)N1CC#C,0.647425695,0.4643,221.237,3,0,54.45,1,0.9247,1
Oc1c(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)ccc2cccnc12,0.75440355,2.9869,377.444,6,1,58.06,4,0.968,1
Oc1c(CN2CCN(Cc3ccccc3)CC2)ccc2cccnc12,0.795439316,3.2582,333.435,4,1,39.6,4,0.936,1
OC1C=CC=CC=1/C=N/CC1C2=CC=CN=C2C(=CC=1)O,0.72257544,3.2651,278.311,4,2,65.71,3,0.827,1
OCCN(CCO)C(=S)NC(C)=O,0.498325674,-1.306,206.267,4,3,72.8,4,0.7057,1
OC[C@H]1OC2OC3[C@@H](CO)OC(OC4[C@@H](CO)OC(OC5[C@@H](CO)O[C@H](OC6[C@@H](CO)OC(O[C@@H]7[C@@H](CO)OC(OC8[C@@H](CO)O[C@H](OC1[C@H](O)C2O)[C@H](O)[C@H]8O)C(O)[C@H]7O)C(O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,0.112539311,-15.2306,1134.987,35,21,554.05,7,0.833,1
c1cc(-c2noc(-c3ccncc3)n2)ccn1,0.66715862,2.1936,224.223,5,0,64.7,2,0.912,0.8
c1ccc(-c2noc(-c3ccccn3)n2)nc1,0.66715862,2.1936,224.223,5,0,64.7,2,0.9271,0.8
c1ccc2c(c1)[nH]c1cnccc12,0.548948557,2.7161,168.199,1,1,28.68,0,0.9,0.8
c1cncc(-c2noc(-c3cccnc3)n2)c1,0.66715862,2.1936,224.223,5,0,64.7,2,0.957,0.8
Cc1nccc2c1[nH]c1ccccc12,0.568427007,3.02452,182.226,1,1,28.68,0,0.91,0.8
Nc1ccc(Oc2cc(Oc3ccc(N)cc3)cc(Oc3ccc(N)cc3)c2)cc1,0.353322091,5.8101,399.45,6,3,105.75,6,0.963,0.8
OCc1cn(Cc2ccccc2)nn1,0.777233478,0.8187,189.218,4,1,50.94,3,0.863,0.8
OCc1cn(Cc2ccncc2)nn1,0.751239926,0.2137,190.206,5,1,63.83,3,0.899,0.8
C=C(/C=C(C)/N=C/C=C/c1ccc(OC)cc1)C(=O)O,0.490251453,3.3238,271.316,3,1,58.89,6,0.9704,0.75
COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0.65715307,3.90872,347.418,5,0,48.52,5,0.9796,0.75
COc1ccc(/C=N/c2cccc(C(=O)O)c2)cc1O,0.837907871,2.8496,271.272,4,2,79.12,4,0.8708,0.75
O=C(O)c1cccc(/N=C/c2c(O)ccc3ccccc23)c1,0.716617402,3.9942,291.306,3,2,69.89,3,0.8822,0.75
Nc1ccc(Oc2cc(Oc3ccc(N)cc3)cc(Oc3ccc(N)cc3)c2)cc1,0.353322091,5.8101,399.45,6,3,105.75,6,0.95,0.6
OCc1cn(Cc2ccccc2)nn1,0.777233478,0.8187,189.218,4,1,50.94,3,0.764,0.6
OCc1cn(Cc2ccncc2)nn1,0.751239926,0.2137,190.206,5,1,63.83,3,0.892,0.6
O=c1cc(-c2ccc(O)c(-c3c(OSI)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,0.094829962,6.8054,696.427,11,5,170.8,5,0.888,0.6
Brc1ccc(-n2ccnc2)cc1,0.726070299,2.6348,223.073,2,0,17.82,1,0.455,0.5
Brc1ccc2nc[nH]c2c1,0.689170014,2.3254,197.035,1,1,28.68,0,0.497,0.5
C(=N/c1ccc(Cc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,0.321947011,6.9016,386.545,4,0,24.72,6,0.683,0.5
C(=N/c1ccc(CCc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,0.295692545,7.096,400.572,4,0,24.72,7,0.583,0.5
C(=N/c1ccc(Oc2ccc(/N=C/c3ccccn3)cc2)cc1)\c1ccccn1,0.400203239,5.7701,378.435,5,0,59.73,6,0.6934,0.5
C(=N/c1ccc(Oc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,0.324228952,7.1031,388.517,5,0,33.95,6,0.66,0.5
C(=N/c1ccc(Oc2ccc(Oc3ccc(/N=C/c4ccccn4)cc3)cc2)cc1)\c1ccccn1,0.219431003,7.5624,470.532,6,0,68.96,8,0.7604,0.5
C(=N/c1ccc2sc3ccc(/N=C/c4cccs4)cc3c2c1)\c1cccs1,0.275418237,7.6787,402.569,5,0,24.72,4,0.8217,0.5
C[N+](C)(CCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.052807208,5.8006,914.548,2,0,24.72,22,0.9036,0.5
C[N+](C)(CCCCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.034835049,7.361,970.656,2,0,24.72,26,0.9048,0.5
C[N+](C)(CCCCCCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.027626814,8.9214,1026.764,2,0,24.72,30,0.9094,0.5
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.489947277,0.0964,511.36,6,2,110.29,6,0.7482,0.5
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.564274954,-1.1742,411.346,6,2,110.29,4,0.1792,0.5
C[NH+]1CCN(CCO)C1.O=S(=O)(F)[N-]S(=O)(=O)F,0.557999793,-2.4448,311.332,6,2,110.29,4,0.0842,0.5
C=C(/C=C(C)/N=C/C=C/c1ccc(OC)cc1)C(=O)O,0.490251453,3.3238,271.316,3,1,58.89,6,0.9632,0.5
c1cc(-c2nc3ccccc3s2)nc(-c2nc3ccccc3s2)c1,0.415737599,5.635,345.452,5,0,38.67,2,0.93,0.5
c1ccc(-c2nc3ccccc3[nH]2)cc1,0.632617312,3.2299,194.237,1,1,28.68,1,0.818,0.5
c1ccc(-c2nc3ccccc3n2CCCCn2c(-c3ccccc3)nc3ccccc32)cc1,0.245091881,7.2004,442.566,4,0,35.64,7,0.75,0.5
c1ccc(Cc2ccc3ncccc3c2)cc1,0.638054264,3.8256,219.287,1,0,12.89,2,0.9103,0.5
c1ccc2[nH]c(-c3ccncc3)nc2c1,0.648091739,2.6249,195.225,2,1,41.57,1,0.76,0.5
c1ccc2[nH]c(CN(Cc3nc4ccccc4[nH]3)Cc3nc4ccccc4[nH]3)nc2c1,0.378728031,4.5179,407.481,4,3,89.28,6,0.869,0.5
c1ccc2[nH]c(CNCc3nc4ccccc4[nH]3)nc2c1,0.53696154,2.729,277.331,3,3,69.39,4,0.857,0.5
c1ccc2[nH]c(SCCCCCCCCCCCCSc3nc4ccccc4[nH]3)nc2c1,0.136790235,8.2246,466.72,4,2,57.36,15,0.97,0.5
c1ccc2[nH]c(SCCCCCCSc3nc4ccccc4[nH]3)nc2c1,0.280082683,5.884,382.558,4,2,57.36,9,0.92,0.5
c1ccc2sc(CCc3nc4ccccc4s3)nc2c1,0.547823603,4.6912,296.42,4,0,25.78,3,0.88,0.5
c1ccc2sc(CSCc3nc4ccccc4s3)nc2c1,0.50555122,5.3394,328.487,5,0,25.78,4,0.91,0.5
CC(=O)c1ccc(-n2ccnc2)cc1,0.672807286,2.0749,186.214,3,0,34.89,2,0.573,0.5
CC(C)(S)[C@@H](N)C(=O)O,0.488090598,0.1067,149.215,3,3,63.32,2,0.24,0.5
CC(C)c1ccc(/C=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0.487846583,4.0724,328.328,6,1,110.67,6,0.9273,0.5
CC(O)(O)c1[nH]/c(=N/N=C\c2ccc([N+](=O)[O-])cc2)sc1-c1ccc(Cl)cc1,0.25396668,3.3969,418.862,7,3,124.11,5,0.8754,0.5
CC(O)(O)c1[nH]/c(=N/N=C\c2ccc(Cl)cc2)sc1-c1ccc(Cl)cc1,0.344608358,4.1421,408.31,5,3,80.97,4,0.9211,0.5
CC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.301956265,-1.099,399.207,2,1,45.34,4,0.815,0.5
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0.553031528,0.0237,365.411,6,4,132.96,4,0.626,0.5
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289,0.3181,349.412,5,3,112.73,4,0.673,0.5
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.79776327,0.8608,334.397,4,2,86.71,4,0.706,0.5
Cc1cc(Cc2nc3ccccc3[nH]2)n[nH]1,0.683686542,2.18522,212.256,2,2,57.36,2,0.8849,0.5
Cc1ccc(/C=N/NC(=O)c2cccnc2)cc1,0.658777772,2.15392,239.278,3,1,54.35,3,0.743,0.5
Cc1ccc(/C=N\N=c2\[nH]c(C(C)(O)O)c(-c3ccc(Cl)cc3)s2)cc1,0.361340888,3.79712,387.892,5,3,80.97,4,0.7727,0.5
Cc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.890573972,2.89712,310.353,4,2,70.92,5,0.88,0.5
Cc1ccc(NCc2ccc([N+](=O)[O-])o2)cc1,0.649174963,3.10832,232.239,4,1,68.31,4,0.421,0.5
Cc1ccc(NCc2ccc(Br)o2)cc1,0.909027858,3.96262,266.138,2,1,25.17,3,0.294,0.5
Cc1ccc(NCc2ccc(C)o2)cc1,0.821643821,3.50854,201.269,2,1,25.17,3,0.502,0.5
Cc1ccc(O)c(/C=N/c2ccccc2O)c1,0.774127202,3.15682,227.263,3,2,52.82,2,0.74,0.5
Cc1ccc(S(=O)(=O)N/N=C/c2ccc(N(C)C)cc2)cc1,0.680113389,2.37342,317.414,4,1,61.77,5,0.7,0.5
Cc1ccccc1/C=N/c1ccccc1Sc1ccccc1,0.54677041,5.89682,303.43,2,0,12.36,4,0.703,0.5
Cc1ccccc1N=Cc1ccccc1O,0.758000611,3.45122,211.264,2,1,32.59,2,0.91,0.5
Cc1n[nH]c(=S)n1/N=C/c1cccc(Cl)c1Cl,0.679034271,3.43811,287.175,4,1,45.97,2,0.91,0.5
Cc1ncc[nH]1,0.490446891,0.71812,82.106,1,1,28.68,0,0.178,0.5
CCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.299623337,-0.7089,413.234,2,1,45.34,5,0.838,0.5
CCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1,0.49744238,2.6772,300.357,2,1,45.34,6,0.842,0.5
CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.213726932,0.0713,441.288,2,1,45.34,7,0.809,0.5
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2[K])cc1,0.405536783,3.6718,461.01,7,1,81.65,8,0.802,0.5
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2[K])cc1,0.405536783,3.6718,461.01,7,1,81.65,8,0.802,0.5
CCCCCCCC[N+](C)(C)c1ccc(/C=N\c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.220932484,2.858,513.524,4,0,39.29,11,0.8048,0.5
CCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.384735163,-0.5638,326.319,2,1,29.46,12,0.883,0.5
CCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],0.039295846,7.515,920.96,4,0,43.18,25,0.967,0.5
CCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.072108081,4.9327,780.844,1,0,24.72,22,0.8778,0.5
CCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.072108081,4.9327,780.844,1,0,24.72,22,0.8778,0.5
CCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],0.031007293,9.0754,977.068,4,0,43.18,29,0.9739,0.5
CCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.046089926,6.4931,836.952,1,0,24.72,26,0.9116,0.5
CCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.151853163,4.4184,569.632,4,0,39.29,15,0.8875,0.5
CCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.046089926,6.4931,836.952,1,0,24.72,26,0.9116,0.5
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.318840569,0.9966,382.427,2,1,29.46,16,0.893,0.5
CCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],0.027115054,10.6358,1033.176,4,0,43.18,33,0.971,0.5
[Br-].c1ccc(CCn2cc[n+](CCc3ccccc3)c2)cc1,0.560220765,0.265,357.295,1,0,8.81,6,0.921,0.5
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.029729785,9.6139,949.168,1,0,24.72,34,0.9465,0.5
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.091865486,5.9788,625.74,4,0,39.29,19,0.9161,0.5
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.029729785,9.6139,949.168,1,0,24.72,34,0.9465,0.5
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.056274874,8.5357,645.94,1,1,29.1,33,0.981,0.5
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.056274874,8.5357,645.94,1,1,29.1,33,0.981,0.5
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.319052089,3.3712,408.639,8,3,81.24,18,0.9609,0.5
CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.394353088,4.31872,438.671,10,2,91.75,15,0.9653,0.5
CCCCCCn1cc[n+](C)c1.[I-],0.370191345,-1.1031,294.18,1,0,8.81,5,0.851,0.5
CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,0.3143137,3.8473,411.558,8,4,106.68,13,0.959,0.5
CCCCn1cc[n+](C)c1.[I-],0.447019227,-1.8833,266.126,1,0,8.81,3,0.745,0.5
CCCn1cc[n+](C)c1.[I-],0.414324009,-2.2734,252.099,1,0,8.81,2,0.707,0.5
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.677909483,3.4236,292.433,6,1,41.38,5,0.962,0.5
CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.765927801,2.1351,259.242,4,2,67.79,6,0.7983,0.5
CCOP(=O)(O)C(NC)c1ccccc1OC,0.765927801,2.1351,259.242,4,2,67.79,6,0.8194,0.5
Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.28602442,8.1616,429.35,2,0,24.72,5,0.9587,0.5
Clc1ccc(-c2nc3ccccc3n2CCCCn2c(-c3ccc(Cl)cc3)nc3ccccc32)cc1,0.201523642,8.5072,511.456,4,0,35.64,7,0.86,0.5
Clc1ccc(-n2ccnc2)cc1,0.656380298,2.5257,178.622,2,0,17.82,1,0.413,0.5
Clc1cccc(-n2ccnc2)c1,0.656380298,2.5257,178.622,2,0,17.82,1,0.584,0.5
Clc1ccccc1-n1ccnc1,0.656380298,2.5257,178.622,2,0,17.82,1,0.451,0.5
Clc1ncc[nH]1,0.521511091,1.0631,102.524,1,1,28.68,0,0.444,0.5
ClCc1nc2ccccc2[nH]1,0.647495777,2.3017,166.611,1,1,28.68,1,0.798,0.5
CN(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,0.286601402,6.9868,446.598,4,0,31.2,7,0.964,0.5
CN(C)c1ccc(/C=N/c2ccccc2S)cc1,0.652198006,3.7919,256.374,3,1,15.6,3,0.693,0.5
CN(C)c1ccc(/C=N/NS(=O)(=O)c2ccccc2)cc1,0.679191675,2.065,303.387,4,1,61.77,5,0.703,0.5
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0.800122242,3.7227,326.831,4,1,30.87,0,0.943,0.5
COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0.65715307,3.90872,347.418,5,0,48.52,5,0.9782,0.5
COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)cc4)cc3)cc2)cc1,0.306154442,6.872,420.512,4,0,43.18,7,0.9592,0.5
COc1ccc(/C=N/c2cccc(C(=O)O)c2)cc1O,0.837907871,2.8496,271.272,4,2,79.12,4,0.8547,0.5
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCBr)cc1OC.[Br-],0.16662546,1.9386,508.339,3,0,30.82,14,0.7502,0.5
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCBr)cc1OC.[Br-],0.118409317,3.499,564.447,3,0,30.82,18,0.7996,0.5
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCCCCCBr)cc1OC.[Br-],0.078628621,5.0594,620.555,3,0,30.82,22,0.7992,0.5
COc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.852738092,2.5973,326.352,5,2,80.15,6,0.94,0.5
COc1ccc(O)c(/C=N/c2ccccc2O)c1,0.814653928,2.857,243.262,4,2,62.05,3,0.84,0.5
COc1ccc(O)c(/C=N/N2C(=O)c3ccccc3NC2c2cc(OC)ccc2O)c1,0.544882981,3.7156,419.437,7,3,103.62,5,0.78,0.5
COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccc(Br)cc3)ccc2c1,0.448260676,5.2548,425.326,3,1,50.69,5,0.88,0.5
COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccccc3)ccc2c1,0.546421752,4.4923,346.43,3,1,50.69,5,0.83,0.5
COc1ccccc1N=Cc1ccccc1O,0.818225785,3.1514,227.263,3,1,41.82,3,0.8,0.5
N#CC1=C(N)N(C2[C@H](O)O[C@@H](CO)[C@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c2C1c1ccc([N+](=O)[O-])cc1,0.172953213,-2.58292,488.413,12,7,252.06,4,0.9127,0.5
N[C@@H](CS)C(=O)O,0.424381502,-0.6719,121.161,3,3,63.32,2,0.2,0.5
NC(=O)c1ccc(N=Cc2cccs2)cc1,0.809428438,2.5976,230.292,3,1,55.45,3,0.652,0.5
NC(=S)N/N=C/c1ccccn1,0.388816583,0.2487,180.236,3,2,63.3,2,0.877,0.5
NC(=S)N/N=C/c1cccnc1,0.388816583,0.2487,180.236,3,2,63.3,2,0.9,0.5
NC(=S)N/N=C/c1ccncc1,0.388816583,0.2487,180.236,3,2,63.3,2,0.842,0.5
Nc1ccc(-c2nc3ccccc3[nH]2)cc1,0.605331363,2.8121,209.252,2,2,54.7,1,0.906,0.5
Nc1ccc(-n2ccnc2)cc1,0.639898884,1.4545,159.192,3,1,43.84,1,0.678,0.5
Nc1ccc2nc[nH]c2c1,0.529376991,1.1451,133.154,2,2,54.7,0,0.485,0.5
Nc1ccc2sc3ccc(N)cc3c2c1,0.564415058,3.2189,214.293,3,2,52.04,0,0.8913,0.5
Nc1ccccc1-c1nc2ccccc2[nH]1,0.605331363,2.8121,209.252,2,2,54.7,1,0.841,0.5
Nc1nc(-c2ccc(O)cc2)c(Sc2sc(N)nc2-c2ccc(O)cc2)s1,0.383365286,4.6604,414.537,9,4,118.28,4,0.846,0.5
Nc1nc(-c2ccc(O)cc2)cs1,0.726982773,2.0979,192.243,4,2,59.14,1,0.881,0.5
