SMILES,IE,Concentration_mM
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.9565,5
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.9504,1
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.9553,5
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.5036,0.01
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.6798,0.05
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.8539,0.1
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.9465,0.5
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.985,1
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.946,0.01
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.886,0.05
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.981,0.5
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.843,0.01
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.634,0.005
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.886,0.05
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.946,0.1
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.981,0.5
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.985,1
CCCCCCCCCCCCCCCCCN1C(=O)CSc2ccccc21,0.668,0.001
CCCCCCCCCCCCCCCCCN1C(=O)CSc2ccccc21,0.706,0.01
CCCCCCCCCCCCCCCCCN1C(=O)CSc2ccccc21,0.883,0.1
CCCCCCCCCCCCCCCCCN1C(=O)CSc2ccccc21,0.93,1
CCCCCCCCCCCCCCCCOP(=O)([O-])Oc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCCCCC)cc1OC.[Br-].[Na+],0.9227,1
CCCCCCCCCCCCCSc1nc2ccccc2[nH]1,0.957,1
CCCCCCCCCCCCOC1C(C2CO2)OC2OC(C)(C)OC21,0.901,0.01
CCCCCCCCCCCCOC1C(C2CO2)OC2OC(C)(C)OC21,0.922,0.1
CCCCCCCCCCCCOC1C2OC(C)(C)O[C@H]2O[C@]12CO2,0.944,1
CCCCCCCCCCCCOP(=O)([O-])Oc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCC)cc1OC.[Br-].[Na+],0.9085,1
CCCCCCCCCCCCCSc1nc2ccccc2[nH]1,0.91,0.1
CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,0.8298,1
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.9653,1
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.9491,0.1
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.8528,0.05
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.9609,0.5
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.9464,0.25
CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.9672,1
CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.9541,0.1
CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.9045,0.05
CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.9653,0.5
CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.9618,0.25
CCCCCCCCOP(=O)([O-])Oc1ccc(/C=N/CC[N+](C)(C)CCCCCCCC)cc1OC.[Br-].[Na+],0.9009,1
CCCCCCn1cc[n+](C)c1.[I-],0.924,1
CCCCCCn1cc[n+](C)c1.[I-],0.747,0.1
CCCCCCn1cc[n+](C)c1.[I-],0.587,0.05
CCCCCCn1cc[n+](C)c1.[I-],0.851,0.5
CCCCCCn1cc[n+](C)c1.[I-],0.936,5
CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,0.9704,5
CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,0.9366,0.05
CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,0.9501,0.1
CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,0.959,0.5
CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,0.9688,1
CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,0.9702,3
CCCCCCOC1C(C2CO2)OC2OC(C)(C)OC21,0.868,0.01
CCCCCCOC1C(C2CO2)OC2OC(C)(C)OC21,0.904,0.1
CCCCCCOC1C(C2CO2)OC2OC(C)(C)OC21,0.946,1
[Br-].c1ccc(CCn2cc[n+](CCc3ccccc3)c2)cc1,0.874,0.1
CCCCCCSc1nc2ccccc2[nH]1,0.83,0.1
CCCCCCSc1ncn[nH]1,0.91,1
CCCCCCSc1ncnn1N,0.87,0.01
CCCCCCSc1ncnn1N,0.9,0.1
CCCCCCSc1ncnn1N,0.86,0.001
CCCCCCSc1ncnn1N,0.91,1
CCCCn1cc[n+](C)c1.[I-],0.824,1
CCCCn1cc[n+](C)c1.[I-],0.592,0.1
CCCCn1cc[n+](C)c1.[I-],0.453,0.05
CCCCn1cc[n+](C)c1.[I-],0.745,0.5
CCCCn1cc[n+](C)c1.[I-],0.881,5
CCCN(CCC)Cc1ccc2cccnc2c1O,0.94,1
CCCN(CCC)Cc1ccc2cccnc2c1O,0.866,0.01
CCCN(CCC)Cc1ccc2cccnc2c1O,0.903,0.1
CCCN(CCC)Cc1ccc2cccnc2c1O,0.817,0.001
CCCn1cc[n+](C)c1.[I-],0.774,1
CCCn1cc[n+](C)c1.[I-],0.589,0.1
CCCn1cc[n+](C)c1.[I-],0.292,0.05
CCCn1cc[n+](C)c1.[I-],0.707,0.5
CCCn1cc[n+](C)c1.[I-],0.839,5
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.962,0.5
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.985,2
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.969,1
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.989,3
CCN(CC)c1ccc(C=Nc2nnc(S)s2)cc1,0.969,1
CCN(CC)CCN1C(=O)C(=O)c2cc(Br)ccc21,0.935,1
CCN(CC)CCN1C(=O)C(=O)c2cc(Br)ccc21,0.862,0.01
CCN(CC)CCN1C(=O)C(=O)c2cc(Br)ccc21,0.903,0.1
CCN(CC)CCN1C(=O)C(=O)c2cc(Br)ccc21,0.792,0.001
CCN(CC)CCN1C(=O)C(=O)c2cc(F)ccc21,0.906,1
CCN(CC)CCN1C(=O)C(=O)c2cc(F)ccc21,0.743,0.01
CCN(CC)CCN1C(=O)C(=O)c2cc(F)ccc21,0.86,0.1
CCN(CC)CCN1C(=O)C(=O)c2cc(F)ccc21,0.582,0.001
CCN(CC)CCN1C(=O)C(=O)c2ccccc21,0.888,1
CCN(CC)CCN1C(=O)C(=O)c2ccccc21,0.703,0.01
CCN(CC)CCN1C(=O)C(=O)c2ccccc21,0.843,0.1
CCN(CC)CCN1C(=O)C(=O)c2ccccc21,0.259,0.001
CCN(CC)CCOCc1ccc(O)c2ncccc12,0.937,1
CCN(CC)CCOCc1ccc(O)c2ncccc12,0.873,0.01
CCN(CC)CCOCc1ccc(O)c2ncccc12,0.878,0.1
CCN(CC)CCOCc1ccc(O)c2ncccc12,0.871,0.001
CCN1C(=O)CC(C)=Nn2cnnc21,0.969,1
CCN1C(=O)CC(C)=Nn2cnnc21,0.956,0.1
CCN1C(=O)CC(C)=Nn2cnnc21,0.904,0.01
CCN1C(=O)CC(C)=Nn2cnnc21,0.865,0.001
CCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,0.6205,1
CCOC(=O)C1=C(c2ccccc2)C(C#N)=C(N)OC1C,0.68,1
CCOC(=O)C1N=NN(CC2(CC)COC(c3ccccc3)=N2)C1C(=O)OCC,0.925,1
CCOC(=O)C1N=NN(CC2(CC)COC(c3ccccc3)=N2)C1C(=O)OCC,0.782,0.01
CCOC(=O)C1N=NN(CC2(CC)COC(c3ccccc3)=N2)C1C(=O)OCC,0.826,0.1
CCOC(=O)C1N=NN(CC2(CC)COC(c3ccccc3)=N2)C1C(=O)OCC,0.538,0.001
CCOC(=O)CC(=O)NCc1ccc(O)c2ncccc12,0.832,1
CCOC(=O)CC(=O)NCc1ccc(O)c2ncccc12,0.671,0.01
CCOC(=O)CC(=O)NCc1ccc(O)c2ncccc12,0.773,0.1
CCOC(=O)CC(=O)NCc1ccc(O)c2ncccc12,0.59,0.001
CCOc1ccc(/C=N/NC(N)=S)cc1,0.81,1
CCOc1ccccc1N,0.5526,1
CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.8664,1
CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.432,0.01
CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.7176,0.1
CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.5068,0.05
CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.7983,0.5
CCOP(=O)(O)C(NC)c1ccccc1OC,0.9406,1
CCOP(=O)(O)C(NC)c1ccccc1OC,0.6268,0.01
CCOP(=O)(O)C(NC)c1ccccc1OC,0.7687,0.1
CCOP(=O)(O)C(NC)c1ccccc1OC,0.7153,0.05
CCOP(=O)(O)C(NC)c1ccccc1OC,0.8194,0.5
CCOP(=O)(OCC)C(O)c1ccccc1,0.71,0.1
CCOP(=O)(OCC)C(O)c1ccccc1,0.74,0.2
CCOP(=O)(OCC)C(O)c1ccccc1,0.81,0.3
CCOP(=O)(OCC)C(O)c1ccccc1,0.84,0.4
Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.9072,0.1
Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.7495,0.05
Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.9587,0.5
Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.9287,0.25
Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.8337,0.075
Clc1ccc(-c2nc3ccccc3n2CCCCn2c(-c3ccc(Cl)cc3)nc3ccccc32)cc1,0.89,1
Clc1ccc(-c2nc3ccccc3n2CCCCn2c(-c3ccc(Cl)cc3)nc3ccccc32)cc1,0.79,0.1
Clc1ccc(-c2nc3ccccc3n2CCCCn2c(-c3ccc(Cl)cc3)nc3ccccc32)cc1,0.86,0.5
Clc1ccc(-c2nc3ccccc3n2CCCCn2c(-c3ccc(Cl)cc3)nc3ccccc32)cc1,0.94,5
Clc1ccc(-n2ccnc2)cc1,0.513,1
Clc1ccc(-n2ccnc2)cc1,0.246,0.1
Clc1ccc(-n2ccnc2)cc1,0.413,0.5
Clc1ccc(-n2ccnc2)cc1,0.629,5
Clc1cccc(-n2ccnc2)c1,0.572,1
Clc1cccc(-n2ccnc2)c1,0.518,0.1
Clc1cccc(-n2ccnc2)c1,0.584,0.5
Clc1cccc(-n2ccnc2)c1,0.632,5
Clc1ccccc1-n1ccnc1,0.519,1
Clc1ccccc1-n1ccnc1,0.441,0.1
Clc1ccccc1-n1ccnc1,0.451,0.5
Clc1ccccc1-n1ccnc1,0.586,5
Clc1ncc[nH]1,0.477,1
Clc1ncc[nH]1,0.394,0.1
Clc1ncc[nH]1,0.444,0.5
Clc1ncc[nH]1,0.528,5
ClCc1nc2ccccc2[nH]1,0.81,1
ClCc1nc2ccccc2[nH]1,0.789,0.1
ClCc1nc2ccccc2[nH]1,0.798,0.5
ClCc1nc2ccccc2[nH]1,0.839,5
CN(C)c1ccc(/C=C/C2=NN(C(N)=S)C(c3ccc(N(C)C)cc3)C2)cc1,0.946,0.01
CN(C)c1ccc(/C=C/C2=NN(C(N)=S)C(c3ccc(N(C)C)cc3)C2)cc1,0.953,0.05
CN(C)c1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.964,1
CN(C)c1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.873,0.01
CN(C)c1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.942,0.1
CN(C)c1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.85,0.001
CN(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,0.9278,0.1
CN(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,0.8183,0.05
CN(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,0.964,0.5
CN(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,0.9466,0.25
CN(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,0.9087,0.075
CN(C)c1ccc(/C=N/c2ccccc2S)cc1,0.77,1
CN(C)c1ccc(/C=N/c2ccccc2S)cc1,0.557,0.1
CN(C)c1ccc(/C=N/c2ccccc2S)cc1,0.693,0.5
CN(C)c1ccc(/C=N/c2ccccc2S)cc1,0.682,0.25
CN(C)c1ccc(/C=N/c2ccccc2S)cc1,0.786,2
CN(C)c1ccc(/C=N/Cc2ccc(O)c3ncccc23)cc1,0.882,0.01
CN(C)c1ccc(/C=N/Cc2ccc(O)c3ncccc23)cc1,0.911,0.1
CN(C)c1ccc(/C=N/Cc2ccc(O)c3ncccc23)cc1,0.865,0.001
CN(C)c1ccc(/C=N/Cc2ccc(O)c3ncccc23)cc1,0.957,1
CN(C)c1ccc(/C=N/NS(=O)(=O)c2ccccc2)cc1,0.423,0.1
CN(C)c1ccc(/C=N/NS(=O)(=O)c2ccccc2)cc1,0.703,0.5
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],0.75,1
CN(C)c1ccc(C=Nn2c(S)nnc2Cn2cncn2)cc1,0.934,1
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.65,0.001
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.691,0.005
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.722,0.009
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.746,0.013
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.773,0.017
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.798,0.021
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.749,0.001
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.78,0.005
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.802,0.009
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.823,0.013
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.839,0.017
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.858,0.021
CN(C)c1ccc(-c2nnc(-c3ccc(N(C)C)cc3)o2)cc1,0.898,0.1
CN(C)c1ccc(-c2nnc(-c3ccc(N(C)C)cc3)o2)cc1,0.87,0.05
CN(C)Cc1ccc(O)c2ncccc12,0.928,1
CN(C)Cc1ccc2cccnc2c1O,0.891,1
CN(C)Cc1ccc2cccnc2c1O,0.845,0.01
CN(C)Cc1ccc2cccnc2c1O,0.866,0.1
CN(C)Cc1ccc2cccnc2c1O,0.789,0.001
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0.906,0.01
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0.94,0.05
CN=C(C)S/C=C(\C)c1ccc(O)cc1,0.916,1
CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,0.891,1
CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,0.786,0.01
CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,0.807,0.1
CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,0.773,0.001
Cn1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O,0.9072,1
Cn1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O,0.822,0.01
Cn1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O,0.8733,0.1
Cn1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O,0.8048,0.001
Cn1c(-c2ccc(O)cc2)nc2ccccc2c1=O,0.9194,1
Cn1c(-c2ccc(O)cc2)nc2ccccc2c1=O,0.8426,0.01
Cn1c(-c2ccc(O)cc2)nc2ccccc2c1=O,0.8826,0.1
Cn1c(-c2ccc(O)cc2)nc2ccccc2c1=O,0.8106,0.001
Cn1c(-c2ccccc2)nc2ccccc2c1=O,0.8993,1
Cn1c(-c2ccccc2)nc2ccccc2c1=O,0.8155,0.01
Cn1c(-c2ccccc2)nc2ccccc2c1=O,0.868,0.1
Cn1c(-c2ccccc2)nc2ccccc2c1=O,0.7754,0.001
Cn1cc[n+](CCO)c1.F[P-](F)(F)(F)(F)F,0.4377,1
Cn1cc[n+](CCO)c1.F[P-](F)(F)(F)(F)F,0.5887,2
Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2012,1
Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2801,2
CN1CCN(C(=S)NCc2ccc(O)c3ncccc23)CC1,0.951,1
CN1CCN(C(=S)NCc2ccc(O)c3ncccc23)CC1,0.904,0.01
CN1CCN(C(=S)NCc2ccc(O)c3ncccc23)CC1,0.92,0.1
CN1CCN(C(=S)NCc2ccc(O)c3ncccc23)CC1,0.859,0.001
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0.916,0.1
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0.872,0.05
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0.943,0.5
CN1CCN(Cc2ccc3cccnc3c2O)CC1,0.872,0.01
CN1CCN(Cc2ccc3cccnc3c2O)CC1,0.899,0.1
CN1CCN(Cc2ccc3cccnc3c2O)CC1,0.681,0.001
CNC(=O)N/N=C/c1ccccn1,0.52,1
CNc1ccc(OC)cc1,0.827,1
CNc1ccc(OC)cc1,0.738,0.01
CNc1ccc(OC)cc1,0.789,0.1
CNc1ccc(OC)cc1,0.716,0.001
COC1C2OC(C)(C)O[C@H]2C[C@@H]1C1CO1,0.929,1
COc1cc(/C=N/NC(N)=S)ccc1O,0.88,1
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0.7359,0.01
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0.9208,0.05
COc1cc(O)ccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.954,1
COc1cc(O)ccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.906,0.01
COc1cc(O)ccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.943,0.1
COc1cc(O)ccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.885,0.001
COc1ccc(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)cc1,0.9229,1
COc1ccc(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)cc1,0.8209,0.01
COc1ccc(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)cc1,0.8779,0.1
COc1ccc(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)cc1,0.7638,0.001
COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0.9814,1
COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0.9385,0.1
COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0.9782,0.5
COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0.971,0.25
COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0.9796,0.75
COc1ccc(/C=C/c2nc3ccc(C)cc3[nH]c2=O)cc1,0.78,0.01
COc1ccc(/C=C/c2nc3ccc(C)cc3[nH]c2=O)cc1,0.92,0.1
COc1ccc(/C=C/c2nc3ccc(C)cc3[nH]c2=O)cc1,0.86,0.05
COc1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.81,0.01
COc1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.94,0.1
COc1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.86,0.05
COc1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.78,0.001
COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)cc4)cc3)cc2)cc1,0.9218,0.1
COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)cc4)cc3)cc2)cc1,0.7737,0.05
COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)cc4)cc3)cc2)cc1,0.9592,0.5
COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)cc4)cc3)cc2)cc1,0.9425,0.25
COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)cc4)cc3)cc2)cc1,0.8999,0.075
COc1ccc(/C=N/c2cccc(C(=O)O)c2)cc1O,0.8753,1
COc1ccc(/C=N/c2cccc(C(=O)O)c2)cc1O,0.7797,0.1
COc1ccc(/C=N/c2cccc(C(=O)O)c2)cc1O,0.8547,0.5
COc1ccc(/C=N/c2cccc(C(=O)O)c2)cc1O,0.7824,0.25
COc1ccc(/C=N/c2cccc(C(=O)O)c2)cc1O,0.8708,0.75
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCBr)cc1OC.[Br-],0.6978,0.05
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCBr)cc1OC.[Br-],0.7502,0.5
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCBr)cc1OC.[Br-],0.8337,5
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCBr)cc1OC.[Br-],0.6478,0.005
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCBr)cc1OC.[Br-],0.7678,0.05
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCBr)cc1OC.[Br-],0.7996,0.5
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCBr)cc1OC.[Br-],0.8495,5
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCBr)cc1OC.[Br-],0.6474,0.005
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCCCCCBr)cc1OC.[Br-],0.7808,0.05
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCCCCCBr)cc1OC.[Br-],0.7992,0.5
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCCCCCBr)cc1OC.[Br-],0.8663,5
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCCCCCBr)cc1OC.[Br-],0.7194,0.005
COc1ccc(/C=N\\N2C(=S)NNC2C)cc1,0.65,0.001
COc1ccc(/C=N\\N2C(=S)NNC2C)cc1,0.77,0.01
COc1ccc(/C=N\\N2C(=S)NNC2C)cc1,0.81,0.1
COc1ccc(/C=N\\N2C(=S)NNC2C)cc1,0.86,1
COc1ccc(/C=N\NC(N)=S)cc1,0.734,0.1
COc1ccc(/C=N\NC(N)=S)cc1,0.522,0.05
COc1ccc(/C=N\NC(N)=S)cc1,0.889,0.2
COc1ccc(/C=N\NC(N)=S)cc1,0.522,0.05
COc1ccc(/C=N\NC(N)=S)cc1,0.921,0.3
COc1ccc(/N=C(/N=N/c2ccccc2)C(C)=O)cc1,0.9205,0.01
COc1ccc(/N=C(/N=N/c2ccccc2)C(C)=O)cc1,0.9607,0.05
COc1ccc(C(=O)CSc2nnc(Cn3cncn3)[nH]2)cc1,0.987,1
COc1ccc(C(C)=NOCn2cnnc2)cc1,0.938,1
COc1ccc(C=O)cc1Br,0.819,1
COc1ccc(C=O)cc1Br,0.761,0.01
COc1ccc(C=O)cc1Br,0.793,0.1
COc1ccc(C=O)cc1Br,0.684,0.001
COc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.71,0.01
COc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.86,0.1
COc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.77,0.05
COc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.94,0.5
COc1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.633,0.001
COc1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.667,0.005
COc1ccc(-c2nnc(-c3ccc(OC)cc3)n2N)cc1,0.948,0.1
COc1ccc(-c2nnc(-c3ccc(OC)cc3)n2N)cc1,0.96,0.2
COc1ccc(N)c([N+](=O)[O-])c1,0.861,1
COc1ccc(N)c([N+](=O)[O-])c1,0.69,0.01
COc1ccc(N)c([N+](=O)[O-])c1,0.813,0.1
COc1ccc(N)c([N+](=O)[O-])c1,0.668,0.001
COc1ccc(O)c(/C=N/c2ccccc2O)c1,0.91,1
COc1ccc(O)c(/C=N/c2ccccc2O)c1,0.84,0.5
COc1ccc(O)c(/C=N/c2ccccc2O)c1,0.95,5
COc1ccc(O)c(/C=N/c2ccccc2O)c1,0.93,2.5
